,Unnamed: 0,method_str,masked_method,method_name,prediction,prediction_scores,prediction_weighted_score,c2v_pred,c2v_prediction_scores,c2v_prediction_weighted_score
10,10,"public String[] getGwtInherits() {return gwtInherits;}
","public String[] [MASK]() {return gwtInherits;}
",getGwtInherits,"[{'value': ['names'], 'probability': 0.16594038903713226}, {'value': ['flags'], 'probability': 0.13050635159015656}, {'value': ['values'], 'probability': 0.07195830345153809}, {'value': ['types'], 'probability': 0.048959024250507355}, {'value': ['strings'], 'probability': 0.04149312898516655}]","[0.4415013, 0.19713469, 0.37543342, 0.4178858, 0.2876249]",0.1583995147439274,"[{'value': ['get', 'class', 'names'], 'probability': 0.2933572828769684}, {'value': ['get', 'identifier', 'column', 'readers'], 'probability': 0.21585021913051605}, {'value': ['get', 'provided', 'tool', 'class', 'names'], 'probability': 0.18412955105304718}, {'value': ['get', 'auth', 'that', 'can', 'continue'], 'probability': 0.0645977184176445}, {'value': ['get', 'tetherable', 'wifi', 'regexs'], 'probability': 0.05891232565045357}, {'value': ['get', 'suffixed', 'key', 'aliases'], 'probability': 0.049033571034669876}, {'value': ['get', 'style', 'names'], 'probability': 0.03596755489706993}, {'value': ['get', 'constraint', 'ordered', 'table', 'name', 'closure'], 'probability': 0.035246796905994415}, {'value': ['get', 'tetherable', 'usb', 'regexs'], 'probability': 0.03196391835808754}, {'value': ['get', 'event', 'types'], 'probability': 0.030941074714064598}]","[0.80750656, 0.68522584, 0.7884136, 0.88200706, 0.7894057, 0.6525525, 0.78496, 0.7558509, 0.71972233, 0.8123146]",0.7684561165945714
11,11,"public String getDescription() {return description;}
","public String [MASK]() {return description;}
",getDescription,"[{'value': ['description'], 'probability': 0.9681587815284729}, {'value': ['name'], 'probability': 0.026765519753098488}, {'value': ['title'], 'probability': 0.0007583313272334635}, {'value': ['list'], 'probability': 0.00042854223283939064}, {'value': ['map'], 'probability': 0.00035257512354291975}]","[0.23564427, 0.47842693, 0.42729196, 0.48067126, 0.3094913]",0.2415855467351792,"[{'value': ['get', 'description'], 'probability': 0.9821972846984863}, {'value': ['to', 'string'], 'probability': 0.011252562515437603}, {'value': ['description'], 'probability': 0.005457733757793903}, {'value': ['get', 'error', 'description'], 'probability': 0.00034481342299841344}, {'value': ['get', 'html'], 'probability': 0.00019622176478151232}, {'value': ['get', 'description', 'text'], 'probability': 0.00012711473391391337}, {'value': ['get', 'display', 'string'], 'probability': 0.00011145376629428938}, {'value': ['get', 'description', 'key'], 'probability': 0.00010922147339442745}, {'value': ['get', 'short', 'description'], 'probability': 0.0001031573410728015}, {'value': ['get', 'intro'], 'probability': 0.00010033799480879679}]","[0.83459765, 0.68798715, 0.23564427, 0.7316991, 0.73298925, 0.699536, 0.7612885, 0.79745066, 0.80362916, 0.7628684]",0.8295836893356391
12,12,"public String getName() {return name;}
","public String [MASK]() {return name;}
",getName,"[{'value': ['name'], 'probability': 0.9740855097770691}, {'value': ['list'], 'probability': 0.0036524059250950813}, {'value': ['surname'], 'probability': 0.002260396024212241}, {'value': ['prefix'], 'probability': 0.0016791254747658968}, {'value': ['get'], 'probability': 0.001421497785486281}]","[0.47842693, 0.48067126, 0.06407201, 0.0271194, 1.0]",0.469396212533847,"[{'value': ['get', 'name'], 'probability': 0.9179965853691101}, {'value': ['to', 'string'], 'probability': 0.06141401827335358}, {'value': ['name'], 'probability': 0.012421664781868458}, {'value': ['get', 'column', 'name'], 'probability': 0.0030693248845636845}, {'value': ['get', 'local', 'name'], 'probability': 0.0022374193649739027}, {'value': ['get', 'file', 'name'], 'probability': 0.0010244277073070407}, {'value': ['get', 'display', 'name'], 'probability': 0.0006261257803998888}, {'value': ['get', 'type', 'name'], 'probability': 0.00041565782157704234}, {'value': ['get', 'key'], 'probability': 0.0004122335813008249}, {'value': ['get', 'schema', 'name'], 'probability': 0.0003825368476100266}]","[0.8655689, 0.68798715, 0.47842693, 0.79067624, 0.8137634, 0.80497193, 0.7985469, 0.7920693, 0.8779331, 0.70018774]",0.8493153984656109
13,13,"public String[] getPlugins() {return plugins;}public void addBody(Body argBody) {bodies.add(argBody);if (bodies.size() == 1) {bodyA = argBody;}if (bodies.size() == 2) {bodyB = argBody;}}
","public String[] [MASK]() {return plugins;}public void addBody(Body argBody) {bodies.add(argBody);if (bodies.size() == 1) {bodyA = argBody;}if (bodies.size() == 2) {bodyB = argBody;}}
",getPlugins,"[{'value': ['modules'], 'probability': 0.13222113251686096}, {'value': ['names'], 'probability': 0.1309189647436142}, {'value': ['extensions'], 'probability': 0.0456995889544487}, {'value': ['components'], 'probability': 0.044739581644535065}, {'value': ['children'], 'probability': 0.03564617410302162}]","[0.10614328, 0.4415013, 0.24971965, 0.27293554, 0.60009927]",0.1168496266637342,"[{'value': ['get', 'plugins'], 'probability': 0.9511842727661133}, {'value': ['get', 'plugins', 'path'], 'probability': 0.01896878331899643}, {'value': ['get', 'plugin'], 'probability': 0.016613202169537544}, {'value': ['get', 'all', 'plugins'], 'probability': 0.007828878238797188}, {'value': ['set', 'plugins'], 'probability': 0.002907403977587819}, {'value': ['get', 'plugin', 'list'], 'probability': 0.0008215739508159459}, {'value': ['get', 'commands'], 'probability': 0.0004895167658105493}, {'value': ['get', 'plugin', 'directory'], 'probability': 0.00044052163138985634}, {'value': ['get', 'importers'], 'probability': 0.00037469249218702316}, {'value': ['plugins'], 'probability': 0.0003712019824888557}]","[0.7242961, 0.7369785, 0.727987, 0.83072674, 0.43290964, 0.7530709, 0.8306749, 0.6091109, 0.78265435, -0.030613348]",0.7243506917631963
14,14,"public void addBodyAndJoint(Body argBody, DistanceJoint argJoint) {addBody(argBody);if (joints == null) {joints = new ArrayList<DistanceJoint>();}joints.add(argJoint);}public Vector2 getLocalAnchorA() {Vec2 localAnchor = joint.getLocalAnchorA();localAnchorA.set(localAnchor.x, localAnchor.y);return localAnchorA;}
","public void [MASK](Body argBody, DistanceJoint argJoint) {addBody(argBody);if (joints == null) {joints = new ArrayList<DistanceJoint>();}joints.add(argJoint);}public Vector2 getLocalAnchorA() {Vec2 localAnchor = joint.getLocalAnchorA();localAnchorA.set(localAnchor.x, localAnchor.y);return localAnchorA;}
",addBodyAndJoint,"[{'value': ['add'], 'probability': 0.7511451244354248}, {'value': ['apply'], 'probability': 0.033758796751499176}, {'value': ['insert'], 'probability': 0.02153845876455307}, {'value': ['fill'], 'probability': 0.01756146550178528}, {'value': ['remove'], 'probability': 0.017009668052196503}]","[1.0, 0.46110356, 0.4981244, 0.6158088, 0.67838424]",0.7997938529439177,"[{'value': ['add'], 'probability': 0.28143101930618286}, {'value': ['add', 'status'], 'probability': 0.26780474185943604}, {'value': ['get', 'joints'], 'probability': 0.22511239349842072}, {'value': ['add', 'body'], 'probability': 0.06735175848007202}, {'value': ['push'], 'probability': 0.06298863887786865}, {'value': ['child', 'added'], 'probability': 0.035162393003702164}, {'value': ['create', 'body'], 'probability': 0.02754179947078228}, {'value': ['add', 'line', 'break'], 'probability': 0.015103698708117008}, {'value': ['register', 'synchronization'], 'probability': 0.00976964645087719}, {'value': ['enqueue'], 'probability': 0.007733852602541447}]","[1.0, 0.8214655, 0.46990728, 0.81503284, 0.50270826, 0.45829713, 0.5471143, 0.7909654, 0.30203083, 0.0]",0.7398447056985533
15,15,"public Vector2 getLocalAnchorB() {Vec2 localAnchor = joint.getLocalAnchorB();localAnchorB.set(localAnchor.x, localAnchor.y);return localAnchorB;}
","public Vector2 [MASK]() {Vec2 localAnchor = joint.[MASK]();localAnchorB.set(localAnchor.x, localAnchor.y);return localAnchorB;}
",getLocalAnchorB,"[{'value': ['clone'], 'probability': 0.15176868438720703}, {'value': ['update'], 'probability': 0.05575792118906975}, {'value': ['build'], 'probability': 0.05081670731306076}, {'value': ['target'], 'probability': 0.033426832407712936}, {'value': ['run'], 'probability': 0.031303711235523224}]","[0.166604, 0.36048478, 0.5626448, 0.48396432, 0.65114945]",0.1105376952302437,"[{'value': ['initialize'], 'probability': 1.0}, {'value': ['get', 'regions'], 'probability': 1.574388264202753e-08}, {'value': ['on', 'pre', 'execute'], 'probability': 1.2605306132229543e-08}, {'value': ['create', 'target', 'product'], 'probability': 9.424512725786371e-09}, {'value': ['create', 'record', 'reader'], 'probability': 5.4491549050794674e-09}, {'value': ['get', 'cache', 'map'], 'probability': 3.0629492275835446e-09}, {'value': ['prepare', 'data'], 'probability': 2.0732384697907946e-09}, {'value': ['create', 'menu', 'bar'], 'probability': 2.011622202147123e-09}, {'value': ['create', 'contents'], 'probability': 1.5334732372807025e-09}, {'value': ['create', 'bindings'], 'probability': 1.3360402784101666e-09}]","[-0.20395917, 0.80844915, 0.6772745, 0.6319752, 0.699378, 0.6948717, 0.60046375, 0.6298946, 0.5758447, 0.47819006]",-0.2039591328052468
16,16,"public void setMaxForce(float force) {joint.setMaxForce(force);}
","public void [MASK](float force) {joint.[MASK](force);}
",setMaxForce,"[{'value': ['apply'], 'probability': 0.07302249222993851}, {'value': ['execute'], 'probability': 0.0663420557975769}, {'value': ['float'], 'probability': 0.05187857151031494}, {'value': ['deploy'], 'probability': 0.050141554325819016}, {'value': ['perform'], 'probability': 0.04472459852695465}]","[0.5010617, 0.35167885, 0.37543058, 0.35591206, 0.498045]",0.1195175190832934,"[{'value': ['set', 'max', 'force'], 'probability': 0.33144503831863403}, {'value': ['set', 'max', 'motor', 'force'], 'probability': 0.21479153633117676}, {'value': ['join'], 'probability': 0.12562155723571777}, {'value': ['apply', 'force'], 'probability': 0.11521241068840027}, {'value': ['set', 'force'], 'probability': 0.08087071776390076}, {'value': ['set', 'absolute', 'screen', 'loc'], 'probability': 0.03215440735220909}, {'value': ['unexport', 'object'], 'probability': 0.031586721539497375}, {'value': ['set', 'joint'], 'probability': 0.03025372512638569}, {'value': ['init', 'savable'], 'probability': 0.0218028724193573}, {'value': ['add'], 'probability': 0.016260970383882523}]","[0.82835144, 0.75901145, 0.5397009, 0.6442502, 0.8712765, 0.732296, 0.4070152, 0.84405774, -0.2256778, 0.5084879]",0.7153534451934472
17,17,"public float getMaxForce() {return joint.getMaxForce();}
","public float [MASK]() {return joint.[MASK]();}
",getMaxForce,"[{'value': ['join'], 'probability': 0.07535883784294128}, {'value': ['float'], 'probability': 0.06009545922279358}, {'value': ['get'], 'probability': 0.050975020974874496}, {'value': ['build'], 'probability': 0.027638176456093788}, {'value': ['double'], 'probability': 0.024401575326919556}]","[0.54880774, 0.2808844, 1.0, 0.5626448, 0.5437231]",0.1380305866284353,"[{'value': ['get', 'joint'], 'probability': 0.6266558170318604}, {'value': ['init', 'savable'], 'probability': 0.12937423586845398}, {'value': ['get', 'center', 'y'], 'probability': 0.07895435392856598}, {'value': ['contains', 'point'], 'probability': 0.042064517736434937}, {'value': ['get', 'size'], 'probability': 0.03272809088230133}, {'value': ['get', 'max', 'y'], 'probability': 0.03071032464504242}, {'value': ['belongs'], 'probability': 0.02808329090476036}, {'value': ['get', 'descent'], 'probability': 0.014588328078389168}, {'value': ['set', 'joint'], 'probability': 0.008472525514662266}, {'value': ['arc', 'to'], 'probability': 0.008368508890271187}]","[0.82185113, -0.25371662, 0.7283063, 0.49673918, 0.83762157, 0.6849645, 0.21717028, 0.7917117, 0.57660127, 0.61803114]",0.6367465562020659
18,18,"public void setMaxTorque(float torque) {joint.setMaxTorque(torque);}
","public void [MASK](float torque) {joint.[MASK](torque);}
",setMaxTorque,"[{'value': ['apply'], 'probability': 0.1242024376988411}, {'value': ['torque'], 'probability': 0.07698795199394226}, {'value': ['execute'], 'probability': 0.06459041684865952}, {'value': ['handle'], 'probability': 0.05073464661836624}, {'value': ['start'], 'probability': 0.03134763613343239}]","[0.5010617, 0.11900913, 0.35167885, 0.5003014, 0.71166486]",0.141802061127382,"[{'value': ['apply', 'torque'], 'probability': 0.4925067126750946}, {'value': ['set', 'max', 'torque'], 'probability': 0.2976500689983368}, {'value': ['close', 'transaction'], 'probability': 0.1707419455051422}, {'value': ['set', 'max', 'motor', 'torque'], 'probability': 0.014066691510379314}, {'value': ['set', 'strength'], 'probability': 0.008692575618624687}, {'value': ['set', 'proxy', 'password'], 'probability': 0.006460895296186209}, {'value': ['remove', 'incident'], 'probability': 0.00328569277189672}, {'value': ['set', 'joint'], 'probability': 0.0024006797466427088}, {'value': ['arc', 'to'], 'probability': 0.002337757498025894}, {'value': ['rotate', 'z'], 'probability': 0.0018569546518847346}]","[0.38148886, 0.65921605, 0.5868236, 0.6130537, 0.8347292, 0.64974225, 0.5430366, 0.84405774, 0.72340363, 0.31964985]",0.5104697121654148
19,19,"public float getMaxTorque() {return joint.getMaxTorque();}public Shader getShader(Renderable renderable) {Shader suggestedShader = renderable.shader;if (suggestedShader != null && suggestedShader.canRender(renderable))return suggestedShader;for (Shader shader : shaders) {if (shader.canRender(renderable))return shader;}final Shader shader = createShader(renderable);shader.init();shaders.add(shader);return shader;}
","public float [MASK]() {return joint.[MASK]();}public Shader getShader(Renderable renderable) {Shader suggestedShader = renderable.shader;if (suggestedShader != null && suggestedShader.canRender(renderable))return suggestedShader;for (Shader shader : shaders) {if (shader.canRender(renderable))return shader;}final Shader shader = createShader(renderable);shader.init();shaders.add(shader);return shader;}
",getMaxTorque,"[{'value': ['get'], 'probability': 0.10998113453388214}, {'value': ['float'], 'probability': 0.07459736615419388}, {'value': ['bar'], 'probability': 0.04970777407288551}, {'value': ['next'], 'probability': 0.042464714497327805}, {'value': ['extend'], 'probability': 0.039575956761837006}]","[1.0, 0.2808844, 0.45318797, 0.6966621, 0.5252367]",0.2038316395125367,"[{'value': ['get', 'joint'], 'probability': 0.6266558170318604}, {'value': ['init', 'savable'], 'probability': 0.12937423586845398}, {'value': ['get', 'center', 'y'], 'probability': 0.07895435392856598}, {'value': ['contains', 'point'], 'probability': 0.042064517736434937}, {'value': ['get', 'size'], 'probability': 0.03272809088230133}, {'value': ['get', 'max', 'y'], 'probability': 0.03071032464504242}, {'value': ['belongs'], 'probability': 0.02808329090476036}, {'value': ['get', 'descent'], 'probability': 0.014588328078389168}, {'value': ['set', 'joint'], 'probability': 0.008472525514662266}, {'value': ['arc', 'to'], 'probability': 0.008368508890271187}]","[0.82185113, -0.25371662, 0.7283063, 0.49673918, 0.83762157, 0.6849645, 0.21717028, 0.7917117, 0.57660127, 0.61803114]",0.6367465562020659
20,20,"public void dispose() {for (Shader shader : shaders) {shader.dispose();}shaders.clear();}public static FloatAttribute createShininess(float value) {return new FloatAttribute(Shininess, value);}
","public void dispose() [MASK] (Shader shader : shaders) {shader.dispose();}shaders.clear();}public static FloatAttribute createShininess(float value) {return new FloatAttribute(Shininess, value);}
",{for,"[{'value': ['{'], 'probability': 0.7530796527862549}, {'value': ['for'], 'probability': 0.24232201278209686}, {'value': ['For'], 'probability': 0.0024160181637853384}, {'value': ['try'], 'probability': 0.000515726744197309}, {'value': [';'], 'probability': 0.00025000827736221254}]","[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,"[{'value': ['dispose'], 'probability': 0.9730755686759949}, {'value': ['clear'], 'probability': 0.011669035069644451}, {'value': ['close'], 'probability': 0.0033868851605802774}, {'value': ['on', 'dispose'], 'probability': 0.0028051608242094517}, {'value': ['dispose', 'resources'], 'probability': 0.0021895880345255136}, {'value': ['flush'], 'probability': 0.002151837572455406}, {'value': ['release'], 'probability': 0.0017167009646072984}, {'value': ['force'], 'probability': 0.0016447057714685798}, {'value': ['clear', 'editor'], 'probability': 0.0008677907753735781}, {'value': ['set', 'shaders'], 'probability': 0.0004926439141854644}]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
21,21,"public static FloatAttribute createAlphaTest(float value) {return new FloatAttribute(AlphaTest, value);}
","public static FloatAttribute [MASK](float value) {return new FloatAttribute(AlphaTest, value);}
",createAlphaTest,"[{'value': ['compare'], 'probability': 0.0806005522608757}, {'value': ['get'], 'probability': 0.08051174134016037}, {'value': ['resolve'], 'probability': 0.06456763297319412}, {'value': ['evaluate'], 'probability': 0.04817245528101921}, {'value': ['transform'], 'probability': 0.045900244265794754}]","[0.38677526, 0.62328804, 0.5211596, 0.42133904, 0.6399563]",0.1646774314437269,"[{'value': ['create', 'attribute'], 'probability': 0.8593409657478333}, {'value': ['create', 'entry'], 'probability': 0.05224326252937317}, {'value': ['value', 'of'], 'probability': 0.03212309256196022}, {'value': ['put'], 'probability': 0.01467300858348608}, {'value': ['create', 'node'], 'probability': 0.011646969243884087}, {'value': ['get'], 'probability': 0.008985252119600773}, {'value': ['get', 'float', 'attribute'], 'probability': 0.00805512722581625}, {'value': ['add', 'attribute'], 'probability': 0.004607131239026785}, {'value': ['constant'], 'probability': 0.00423407182097435}, {'value': ['of'], 'probability': 0.004091095644980669}]","[0.8446564, 0.8503544, 0.58165234, 0.67969376, 0.7295665, 0.62328804, 0.6270564, 0.5843687, 0.35672864, 0.546527]",0.8245179890485831
22,22,"public Attribute copy() {return new FloatAttribute(type, value);}
","public Attribute [MASK]() {return new FloatAttribute(type, value);}
",copy,"[{'value': ['value'], 'probability': 0.7221003770828247}, {'value': ['type'], 'probability': 0.04234130680561066}, {'value': ['attribute'], 'probability': 0.03279674053192139}, {'value': ['evaluate'], 'probability': 0.02728993631899357}, {'value': ['get'], 'probability': 0.025577960535883904}]","[0.35649675, 0.43312305, 0.18065262, 0.23840243, 0.4466728]",0.2996212178451508,"[{'value': ['create', 'attribute'], 'probability': 0.40670883655548096}, {'value': ['get'], 'probability': 0.2654644250869751}, {'value': ['build'], 'probability': 0.14492885768413544}, {'value': ['get', 'value'], 'probability': 0.05563800036907196}, {'value': ['make', 'attribute'], 'probability': 0.04902217909693718}, {'value': ['clone'], 'probability': 0.028584161773324013}, {'value': ['map'], 'probability': 0.021267646923661232}, {'value': ['copy'], 'probability': 0.011794768273830414}, {'value': ['get', 'instance'], 'probability': 0.011055775918066502}, {'value': ['create', 'reference'], 'probability': 0.005535334348678589}]","[0.3785461, 0.4466728, 0.28695282, 0.46863905, 0.4180006, 0.31505513, 0.4765969, 1.0, 0.5255188, 0.5764198]",0.4006241103752413
23,23,"public int hashCode() {int result = super.hashCode();result = 977 * result + NumberUtils.floatToRawIntBits(value);return result;}
","public int [MASK]() {int result = super.[MASK]();result = 977 * result + NumberUtils.floatToRawIntBits(value);return result;}
",hashCode,"[{'value': ['value'], 'probability': 0.28487592935562134}, {'value': ['count'], 'probability': 0.06576667726039886}, {'value': ['next'], 'probability': 0.06471588462591171}, {'value': ['size'], 'probability': 0.06348159909248352}, {'value': ['start'], 'probability': 0.05533933266997337}]","[0.24375387, 0.0950139, 0.060188204, 0.17934217, 0.08084206]",0.0954421636641991,"[{'value': ['hash', 'code'], 'probability': 0.9980661273002625}, {'value': ['generate', 'hash', 'code'], 'probability': 0.0013377581490203738}, {'value': ['do', 'hash', 'code'], 'probability': 0.00023620920546818525}, {'value': ['compute', 'hash'], 'probability': 0.00020907627185806632}, {'value': ['calc', 'hash', 'code'], 'probability': 5.278925527818501e-05}, {'value': ['calculate', 'hash', 'code'], 'probability': 3.761250263778493e-05}, {'value': ['to', 'string'], 'probability': 2.9527349397540092e-05}, {'value': ['float', 'to', 'int', 'bits'], 'probability': 1.1221188287890982e-05}, {'value': ['sxhash'], 'probability': 1.0576817658147775e-05}, {'value': ['to', 'file', 'string'], 'probability': 9.190314813167788e-06}]","[0.75676125, 0.62317514, 0.59647787, 0.84505117, 0.70661014, 0.72110593, 0.16550866, 0.31470966, 0.0, 0.21283336]",0.7565237998878336
24,24,"public int compareTo(Attribute o) {if (type != o.type)return (int) (type - o.type);final float v = ((FloatAttribute) o).value;return MathUtils.isEqual(value, v) ? 0 : value < v ? -1 : 1;}protected static long getCPtr(SWIGTYPE_p_btAlignedObjectArrayT_GrahamVector3_t obj) {return (obj == null) ? 0 : obj.swigCPtr;}protected void reset(long cPtr, boolean cMemoryOwn) {if (!destroyed)destroy();super.reset(swigCPtr = cPtr, cMemoryOwn);}
","public int compareTo(Attribute [MASK] {if (type != o.type)return (int) (type - o.type);final float v = ((FloatAttribute) [MASK].value;return MathUtils.isEqual(value, v) ? 0 : value < v ? -1 : 1;}protected static long getCPtr(SWIGTYPE_p_btAlignedObjectArrayT_GrahamVector3_t obj) {return (obj == null) ? 0 : obj.swigCPtr;}protected void reset(long cPtr, boolean cMemoryOwn) {if (!destroyed)destroy();super.reset(swigCPtr = cPtr, cMemoryOwn);}
",o),"[{'value': [')'], 'probability': 0.9999880790710449}, {'value': ['value'], 'probability': 2.125294486177154e-06}, {'value': ['object'], 'probability': 1.1283005960649461e-06}, {'value': ['other'], 'probability': 1.1006457043549744e-06}, {'value': ['result'], 'probability': 8.222154974646401e-07}]","[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,"[{'value': ['compare', 'to'], 'probability': 0.9852862358093262}, {'value': ['compare'], 'probability': 0.010967735201120377}, {'value': ['sign'], 'probability': 0.001532958704046905}, {'value': ['encode'], 'probability': 0.0004909209674224257}, {'value': ['compare', 'value'], 'probability': 0.00039615650894120336}, {'value': ['same', 'value'], 'probability': 0.00035200631828047335}, {'value': ['diff'], 'probability': 0.0003101140318904072}, {'value': ['size', 'of'], 'probability': 0.0002659694291651249}, {'value': ['get', 'int', 'value'], 'probability': 0.00021256804757285863}, {'value': ['get', 'integer', 'value'], 'probability': 0.00018528795044403523}]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
25,25,"public static long getCPtr(btShortIntIndexData obj) {return (obj == null) ? 0 : obj.swigCPtr;}
","public static long [MASK](btShortIntIndexData obj) {return (obj == null) ? 0 : obj.swigCPtr;}
",getCPtr,"[{'value': ['get'], 'probability': 0.08974681794643402}, {'value': ['read'], 'probability': 0.039208490401506424}, {'value': ['update'], 'probability': 0.03762051835656166}, {'value': ['execute'], 'probability': 0.03627392649650574}, {'value': ['process'], 'probability': 0.027298996224999428}]","[1.0, 0.5726487, 0.36048478, 0.37713256, 0.52250975]",0.1537052041321208,"[{'value': ['get', 'c', 'ptr'], 'probability': 1.0}, {'value': ['size'], 'probability': 1.054314235915399e-08}, {'value': ['get', 'flags'], 'probability': 8.130188966504193e-09}, {'value': ['get', 'type'], 'probability': 4.1625649593868275e-09}, {'value': ['get', 'id'], 'probability': 2.1514112713560962e-09}, {'value': ['get', 'base'], 'probability': 1.9387691452266154e-09}, {'value': ['get', 'first'], 'probability': 1.7844875577210928e-09}, {'value': ['height'], 'probability': 6.839201427411012e-10}, {'value': ['get', 'count'], 'probability': 3.1865962646371315e-10}, {'value': ['get', 'top'], 'probability': 3.1842023462402835e-10}]","[0.67619735, 0.43109724, 0.75727946, 0.8542828, 0.82231325, 0.8330182, 0.8991456, 0.30686238, 0.85928994, 0.8810721]",0.676197370010872
26,26,"protected void finalize() {if (!destroyed)destroy();super.finalize();}
","protected void [MASK]() {if (!destroyed)destroy();super.[MASK]();}
",finalize,"[{'value': ['destroy'], 'probability': 0.9733927249908447}, {'value': ['destroyed'], 'probability': 0.009544972330331802}, {'value': ['rebuild'], 'probability': 0.006175817456096411}, {'value': ['run'], 'probability': 0.0022894893772900105}, {'value': ['build'], 'probability': 0.0005107757169753313}]","[0.1432974, -0.044560697, 0.28834844, 0.09746272, 0.31560788]",0.1412244520043508,"[{'value': ['finalize'], 'probability': 0.9999464750289917}, {'value': ['dispose'], 'probability': 4.112516398890875e-05}, {'value': ['free', 'mem'], 'probability': 7.3835099101415835e-06}, {'value': ['on', 'destroy'], 'probability': 2.8894064598716795e-06}, {'value': ['is', 'handled'], 'probability': 8.069619070738554e-07}, {'value': ['remove', 'notify'], 'probability': 6.561280088135391e-07}, {'value': ['do', 'finalize'], 'probability': 1.9771378845234722e-07}, {'value': ['test', 'finalize'], 'probability': 1.6581098805090733e-07}, {'value': ['release'], 'probability': 1.544726728752721e-07}, {'value': ['tear', 'down'], 'probability': 8.362584225096725e-08}]","[1.0, 0.33868343, 0.14763913, 0.25811264, 0.09339231, 0.37095228, 0.704253, 0.67354965, 0.29516438, 0.11604035]",0.9999628643053813
27,27,"protected synchronized void delete() {if (swigCPtr != 0) {if (swigCMemOwn) {swigCMemOwn = false;CollisionJNI.delete_btShortIntIndexData(swigCPtr);}swigCPtr = 0;}super.delete();}
","protected synchronized void [MASK]() {if (swigCPtr != 0) {if (swigCMemOwn) {swigCMemOwn = false;CollisionJNI.[MASK]_btShortIntIndexData(swigCPtr);}swigCPtr = 0;}super.[MASK]();}
",delete,"[{'value': ['run'], 'probability': 0.8323751091957092}, {'value': ['start'], 'probability': 0.012669963762164116}, {'value': ['clear'], 'probability': 0.012272704392671585}, {'value': ['test'], 'probability': 0.010967877693474293}, {'value': ['execute'], 'probability': 0.010133990086615086}]","[0.13931048, 0.15163165, 0.18840031, 0.14537679, 0.33713183]",0.1252028896293944,"[{'value': ['delete'], 'probability': 1.0}, {'value': ['do', 'delete'], 'probability': 2.7106727973347233e-10}, {'value': ['delete', 'file'], 'probability': 9.954600338479835e-11}, {'value': ['remove'], 'probability': 7.5760224482746e-11}, {'value': ['move'], 'probability': 5.980566042396163e-11}, {'value': ['test', 'delete'], 'probability': 5.413420059441343e-11}, {'value': ['delete', 'by', 'id'], 'probability': 2.8741738156146113e-11}, {'value': ['abort'], 'probability': 1.7666821131023802e-11}, {'value': ['delete', 'row'], 'probability': 9.944252886417981e-12}, {'value': ['clear'], 'probability': 5.664530042942539e-12}]","[1.0, 0.7730317, 0.8637192, 0.5385779, 0.24743508, 0.7130186, 0.68815297, 0.26680696, 0.76140904, 0.18840031]",1.0000000004228538
28,28,"public void setValue(short value) {CollisionJNI.btShortIntIndexData_value_set(swigCPtr, this, value);}
","public void [MASK](short value) {CollisionJNI.btShortIntIndexData_value_set(swigCPtr, this, value);}
",setValue,"[{'value': ['set'], 'probability': 0.5867338180541992}, {'value': ['put'], 'probability': 0.11027819663286209}, {'value': ['add'], 'probability': 0.01855647563934326}, {'value': ['execute'], 'probability': 0.01285016443580389}, {'value': ['get'], 'probability': 0.01244409754872322}]","[1.0, 0.7944568, 0.5084879, 0.35167885, 0.65028083]",0.6963921111647533,"[{'value': ['set'], 'probability': 0.22896961867809296}, {'value': ['set', 'top'], 'probability': 0.1505623161792755}, {'value': ['set', 'value'], 'probability': 0.10272873193025589}, {'value': ['set', 'reg'], 'probability': 0.10072064399719238}, {'value': ['set', 'indent'], 'probability': 0.08866950869560242}, {'value': ['set', 'graph', 'view'], 'probability': 0.0853496789932251}, {'value': ['set', 'flags'], 'probability': 0.07405400276184082}, {'value': ['set', 'id'], 'probability': 0.05670309439301491}, {'value': ['extend'], 'probability': 0.05667455121874809}, {'value': ['set', 'unused'], 'probability': 0.055567871779203415}]","[1.0, 0.8966336, 0.8399167, 0.7747321, 0.8148728, 0.75325966, 0.7786614, 0.7939222, 0.5463553, 0.8126343]",0.8436304237512692
